rundate,RunId,RunStatus,RunScope,DataQualityStatus,IsPublishable,TenantName,SubscriptionName,ResourceId,ResourceName,ResourceType,ResourceGroup,Location,RecommendationAction,ActionLabel,SecondaryAction,Priority,Confidence,SavingsReliability,CostCoverageStatus,MetricCollectionStatus,MissingMetrics,TagOwner,MonthlyCost,CurrentSku,CurrentVCpus,CurrentMemoryGB,PowerState,Profile,IsPrimaryProfile,TargetUtilizationPct,TargetSku,TargetVCpus,TargetMemoryGB,ProjectedPeakPct,MonthlySavings,OfficialConservativeSavings,PerformanceRisk,Status
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-015,/subscriptions/32564283-1193-5ce8-b8e0-f2059a861aa3/resourceGroups/rg-stage-0315/providers/microsoft.streamanalytics/streamingjobs/stream-analytics-0048-01115,stream-analytics-0048-01115,microsoft.streamanalytics/streamingjobs,rg-stage-0315,northeurope,Evaluate-Idle,Evaluate idle resource,Downsize,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",operations,7839.21,GP_Gen5_8,8,40.0,,Aggressive,false,80,Mock_2vCPU_10GB,2,10.0,82.1,2146.54,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-020,/subscriptions/fca2eee4-9d9e-5c37-a2f4-4ad1866c18fe/resourceGroups/rg-stage-0320/providers/microsoft.streamanalytics/streamingjobs/stream-analytics-0053-01120,stream-analytics-0053-01120,microsoft.streamanalytics/streamingjobs,rg-stage-0320,westus3,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",digital-channels,18416.73,GP_Gen5_8,8,40.0,,Conservative,true,65,Mock_4vCPU_20GB,4,20.0,62.1,5582.84,5582.84,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-020,/subscriptions/fca2eee4-9d9e-5c37-a2f4-4ad1866c18fe/resourceGroups/rg-stage-0320/providers/microsoft.streamanalytics/streamingjobs/stream-analytics-0053-01120,stream-analytics-0053-01120,microsoft.streamanalytics/streamingjobs,rg-stage-0320,westus3,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",digital-channels,18416.73,GP_Gen5_8,8,40.0,,Moderate,false,72,Mock_4vCPU_20GB,4,20.0,71.4,6978.56,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-020,/subscriptions/fca2eee4-9d9e-5c37-a2f4-4ad1866c18fe/resourceGroups/rg-stage-0320/providers/microsoft.streamanalytics/streamingjobs/stream-analytics-0053-01120,stream-analytics-0053-01120,microsoft.streamanalytics/streamingjobs,rg-stage-0320,westus3,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",digital-channels,18416.73,GP_Gen5_8,8,40.0,,Aggressive,false,80,Mock_2vCPU_10GB,2,10.0,84.9,8684.42,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-021,/subscriptions/49bdbba9-ed64-50b1-a170-37c6c8c851e3/resourceGroups/rg-shared-0161/providers/microsoft.streamanalytics/streamingjobs/stream-analytics-0054-01121,stream-analytics-0054-01121,microsoft.streamanalytics/streamingjobs,rg-shared-0161,eastus,Downsize,Downsize resource,,LOW,HIGH,UNPRICED,FULL,COMPLETE,,commerce,18736.68,GP_Gen5_4,4,20.0,,Conservative,true,65,Mock_2vCPU_10GB,2,10.0,60.9,1618.85,1618.85,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-021,/subscriptions/49bdbba9-ed64-50b1-a170-37c6c8c851e3/resourceGroups/rg-shared-0161/providers/microsoft.streamanalytics/streamingjobs/stream-analytics-0054-01121,stream-analytics-0054-01121,microsoft.streamanalytics/streamingjobs,rg-shared-0161,eastus,Downsize,Downsize resource,,LOW,HIGH,UNPRICED,FULL,COMPLETE,,commerce,18736.68,GP_Gen5_4,4,20.0,,Moderate,false,72,Mock_2vCPU_10GB,2,10.0,68.8,2023.56,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-021,/subscriptions/49bdbba9-ed64-50b1-a170-37c6c8c851e3/resourceGroups/rg-shared-0161/providers/microsoft.streamanalytics/streamingjobs/stream-analytics-0054-01121,stream-analytics-0054-01121,microsoft.streamanalytics/streamingjobs,rg-shared-0161,eastus,Downsize,Downsize resource,,LOW,HIGH,UNPRICED,FULL,COMPLETE,,commerce,18736.68,GP_Gen5_4,4,20.0,,Aggressive,false,80,Mock_1vCPU_5GB,1,5.0,85.4,2518.21,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-023,/subscriptions/6181d9f2-6c9c-5a01-bcdd-cabdedecb3b9/resourceGroups/rg-dev-0323/providers/microsoft.synapse/workspaces/synapse-workspace-0001-01123,synapse-workspace-0001-01123,microsoft.synapse/workspaces,rg-dev-0323,australiaeast,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,LOW,HEURISTIC,FULL,COMPLETE,,operations,44489.28,Standard_D8s_v5,8,32.0,,Conservative,true,65,Mock_4vCPU_16GB,4,16.0,68.9,3843.87,3843.87,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-023,/subscriptions/6181d9f2-6c9c-5a01-bcdd-cabdedecb3b9/resourceGroups/rg-dev-0323/providers/microsoft.synapse/workspaces/synapse-workspace-0001-01123,synapse-workspace-0001-01123,microsoft.synapse/workspaces,rg-dev-0323,australiaeast,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,LOW,HEURISTIC,FULL,COMPLETE,,operations,44489.28,Standard_D8s_v5,8,32.0,,Moderate,false,72,Mock_4vCPU_16GB,4,16.0,77.3,4804.84,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-023,/subscriptions/6181d9f2-6c9c-5a01-bcdd-cabdedecb3b9/resourceGroups/rg-dev-0323/providers/microsoft.synapse/workspaces/synapse-workspace-0001-01123,synapse-workspace-0001-01123,microsoft.synapse/workspaces,rg-dev-0323,australiaeast,Evaluate-Idle,Evaluate idle resource,Downsize,HIGH,LOW,HEURISTIC,FULL,COMPLETE,,operations,44489.28,Standard_D8s_v5,8,32.0,,Aggressive,false,80,Mock_2vCPU_8GB,2,8.0,77.4,5979.36,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-024,/subscriptions/514ae9c7-e431-5fdc-b9f7-a57a2b63fb6a/resourceGroups/rg-qa-0324/providers/microsoft.synapse/workspaces/synapse-workspace-0002-01124,synapse-workspace-0002-01124,microsoft.synapse/workspaces,rg-qa-0324,eastus2,Optimize-Tier,Optimize service tier,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",data-ai,31620.75,S3,4,7.0,,Conservative,true,65,Mock_2vCPU_3GB,2,3.5,62.3,3674.38,3674.38,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-024,/subscriptions/514ae9c7-e431-5fdc-b9f7-a57a2b63fb6a/resourceGroups/rg-qa-0324/providers/microsoft.synapse/workspaces/synapse-workspace-0002-01124,synapse-workspace-0002-01124,microsoft.synapse/workspaces,rg-qa-0324,eastus2,Optimize-Tier,Optimize service tier,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",data-ai,31620.75,S3,4,7.0,,Moderate,false,72,Mock_2vCPU_3GB,2,3.5,70.8,4592.97,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-024,/subscriptions/514ae9c7-e431-5fdc-b9f7-a57a2b63fb6a/resourceGroups/rg-qa-0324/providers/microsoft.synapse/workspaces/synapse-workspace-0002-01124,synapse-workspace-0002-01124,microsoft.synapse/workspaces,rg-qa-0324,eastus2,Optimize-Tier,Optimize service tier,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4,Metric5",data-ai,31620.75,S3,4,7.0,,Aggressive,false,80,Mock_1vCPU_1GB,1,1.8,88.8,5715.7,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-025,/subscriptions/dd670996-fc5c-55e8-9087-cdec3c9879c9/resourceGroups/rg-stage-0325/providers/microsoft.synapse/workspaces/synapse-workspace-0003-01125,synapse-workspace-0003-01125,microsoft.synapse/workspaces,rg-stage-0325,eastus,Review-Utilization,Review utilization,,HIGH,LOW,HEURISTIC,FULL,COMPLETE,,digital-channels,29859.56,S3,4,7.0,,Conservative,true,65,Mock_2vCPU_3GB,2,3.5,69.1,5497.55,5497.55,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-025,/subscriptions/dd670996-fc5c-55e8-9087-cdec3c9879c9/resourceGroups/rg-stage-0325/providers/microsoft.synapse/workspaces/synapse-workspace-0003-01125,synapse-workspace-0003-01125,microsoft.synapse/workspaces,rg-stage-0325,eastus,Review-Utilization,Review utilization,,HIGH,LOW,HEURISTIC,FULL,COMPLETE,,digital-channels,29859.56,S3,4,7.0,,Moderate,false,72,Mock_2vCPU_3GB,2,3.5,69.0,6871.94,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-025,/subscriptions/dd670996-fc5c-55e8-9087-cdec3c9879c9/resourceGroups/rg-stage-0325/providers/microsoft.synapse/workspaces/synapse-workspace-0003-01125,synapse-workspace-0003-01125,microsoft.synapse/workspaces,rg-stage-0325,eastus,Review-Utilization,Review utilization,,HIGH,LOW,HEURISTIC,FULL,COMPLETE,,digital-channels,29859.56,S3,4,7.0,,Aggressive,false,80,Mock_1vCPU_1GB,1,1.8,91.8,8551.75,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-026,/subscriptions/03741525-0ad7-5b41-8f45-c147bf49d616/resourceGroups/rg-prod-0326/providers/microsoft.synapse/workspaces/synapse-workspace-0004-01126,synapse-workspace-0004-01126,microsoft.synapse/workspaces,rg-prod-0326,westus3,Evaluate-Idle,Evaluate idle resource,,HIGH,MEDIUM,PRICED,FULL,COMPLETE,,analytics,73163.84,GP_Gen5_8,8,40.0,,Conservative,true,65,Mock_4vCPU_20GB,4,20.0,61.5,11914.62,11914.62,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-026,/subscriptions/03741525-0ad7-5b41-8f45-c147bf49d616/resourceGroups/rg-prod-0326/providers/microsoft.synapse/workspaces/synapse-workspace-0004-01126,synapse-workspace-0004-01126,microsoft.synapse/workspaces,rg-prod-0326,westus3,Evaluate-Idle,Evaluate idle resource,,HIGH,MEDIUM,PRICED,FULL,COMPLETE,,analytics,73163.84,GP_Gen5_8,8,40.0,,Moderate,false,72,Mock_4vCPU_20GB,4,20.0,71.1,14893.27,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-026,/subscriptions/03741525-0ad7-5b41-8f45-c147bf49d616/resourceGroups/rg-prod-0326/providers/microsoft.synapse/workspaces/synapse-workspace-0004-01126,synapse-workspace-0004-01126,microsoft.synapse/workspaces,rg-prod-0326,westus3,Evaluate-Idle,Evaluate idle resource,,HIGH,MEDIUM,PRICED,FULL,COMPLETE,,analytics,73163.84,GP_Gen5_8,8,40.0,,Aggressive,false,80,Mock_2vCPU_10GB,2,10.0,86.8,18533.85,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-027,/subscriptions/190bce72-9fb3-5b04-9230-700211c43cd1/resourceGroups/rg-nonprod-0327/providers/microsoft.synapse/workspaces/synapse-workspace-0005-01127,synapse-workspace-0005-01127,microsoft.synapse/workspaces,rg-nonprod-0327,uksouth,Evaluate-Idle,Evaluate idle resource,,HIGH,LOW,PRICED,FULL,COMPLETE,,integration,65677.16,GP_Gen5_8,8,40.0,,Conservative,true,65,Mock_4vCPU_20GB,4,20.0,66.3,9309.84,9309.84,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-027,/subscriptions/190bce72-9fb3-5b04-9230-700211c43cd1/resourceGroups/rg-nonprod-0327/providers/microsoft.synapse/workspaces/synapse-workspace-0005-01127,synapse-workspace-0005-01127,microsoft.synapse/workspaces,rg-nonprod-0327,uksouth,Evaluate-Idle,Evaluate idle resource,,HIGH,LOW,PRICED,FULL,COMPLETE,,integration,65677.16,GP_Gen5_8,8,40.0,,Moderate,false,72,Mock_4vCPU_20GB,4,20.0,82.3,11637.31,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-027,/subscriptions/190bce72-9fb3-5b04-9230-700211c43cd1/resourceGroups/rg-nonprod-0327/providers/microsoft.synapse/workspaces/synapse-workspace-0005-01127,synapse-workspace-0005-01127,microsoft.synapse/workspaces,rg-nonprod-0327,uksouth,Evaluate-Idle,Evaluate idle resource,,HIGH,LOW,PRICED,FULL,COMPLETE,,integration,65677.16,GP_Gen5_8,8,40.0,,Aggressive,false,80,Mock_2vCPU_10GB,2,10.0,88.9,14481.98,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-031,/subscriptions/1031911f-16aa-5133-9cf8-cb23e7b5a36c/resourceGroups/rg-prod-0331/providers/microsoft.synapse/workspaces/synapse-workspace-0009-01131,synapse-workspace-0009-01131,microsoft.synapse/workspaces,rg-prod-0331,westeurope,Downsize,Downsize resource,,LOW,HIGH,PRICED,FULL,COMPLETE,,operations,3120.29,GP_Gen5_4,4,20.0,,Conservative,true,65,Mock_2vCPU_10GB,2,10.0,64.3,269.59,269.59,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-031,/subscriptions/1031911f-16aa-5133-9cf8-cb23e7b5a36c/resourceGroups/rg-prod-0331/providers/microsoft.synapse/workspaces/synapse-workspace-0009-01131,synapse-workspace-0009-01131,microsoft.synapse/workspaces,rg-prod-0331,westeurope,Downsize,Downsize resource,,LOW,HIGH,PRICED,FULL,COMPLETE,,operations,3120.29,GP_Gen5_4,4,20.0,,Moderate,false,72,Mock_2vCPU_10GB,2,10.0,74.3,336.99,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-031,/subscriptions/1031911f-16aa-5133-9cf8-cb23e7b5a36c/resourceGroups/rg-prod-0331/providers/microsoft.synapse/workspaces/synapse-workspace-0009-01131,synapse-workspace-0009-01131,microsoft.synapse/workspaces,rg-prod-0331,westeurope,Downsize,Downsize resource,,LOW,HIGH,PRICED,FULL,COMPLETE,,operations,3120.29,GP_Gen5_4,4,20.0,,Aggressive,false,80,Mock_1vCPU_5GB,1,5.0,90.9,419.37,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-033,/subscriptions/a57f0541-e663-5e86-b260-dc662798e23c/resourceGroups/rg-dev-0333/providers/microsoft.synapse/workspaces/synapse-workspace-0011-01133,synapse-workspace-0011-01133,microsoft.synapse/workspaces,rg-dev-0333,eastus,Review-Utilization,Review utilization,,HIGH,LOW,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",infrastructure,61751.87,S3,4,7.0,,Conservative,true,65,Mock_2vCPU_3GB,2,3.5,76.2,10400.0,10400.0,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-033,/subscriptions/a57f0541-e663-5e86-b260-dc662798e23c/resourceGroups/rg-dev-0333/providers/microsoft.synapse/workspaces/synapse-workspace-0011-01133,synapse-workspace-0011-01133,microsoft.synapse/workspaces,rg-dev-0333,eastus,Review-Utilization,Review utilization,,HIGH,LOW,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",infrastructure,61751.87,S3,4,7.0,,Moderate,false,72,Mock_2vCPU_3GB,2,3.5,77.2,13000.01,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-033,/subscriptions/a57f0541-e663-5e86-b260-dc662798e23c/resourceGroups/rg-dev-0333/providers/microsoft.synapse/workspaces/synapse-workspace-0011-01133,synapse-workspace-0011-01133,microsoft.synapse/workspaces,rg-dev-0333,eastus,Review-Utilization,Review utilization,,HIGH,LOW,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",infrastructure,61751.87,S3,4,7.0,,Aggressive,false,80,Mock_1vCPU_1GB,1,1.8,80.1,16177.78,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-037,/subscriptions/3615bed4-13e1-5488-b0a8-2020e231b83e/resourceGroups/rg-shared-0049/providers/microsoft.synapse/workspaces/synapse-workspace-0015-01137,synapse-workspace-0015-01137,microsoft.synapse/workspaces,rg-shared-0049,australiaeast,Review-Utilization,Review utilization,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,commerce,60475.12,S3,4,7.0,,Conservative,true,65,Mock_2vCPU_3GB,2,3.5,74.6,5225.05,5225.05,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-037,/subscriptions/3615bed4-13e1-5488-b0a8-2020e231b83e/resourceGroups/rg-shared-0049/providers/microsoft.synapse/workspaces/synapse-workspace-0015-01137,synapse-workspace-0015-01137,microsoft.synapse/workspaces,rg-shared-0049,australiaeast,Review-Utilization,Review utilization,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,commerce,60475.12,S3,4,7.0,,Moderate,false,72,Mock_2vCPU_3GB,2,3.5,76.6,6531.31,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-037,/subscriptions/3615bed4-13e1-5488-b0a8-2020e231b83e/resourceGroups/rg-shared-0049/providers/microsoft.synapse/workspaces/synapse-workspace-0015-01137,synapse-workspace-0015-01137,microsoft.synapse/workspaces,rg-shared-0049,australiaeast,Review-Utilization,Review utilization,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,Metric1,commerce,60475.12,S3,4,7.0,,Aggressive,false,80,Mock_1vCPU_1GB,1,1.8,80.1,8127.86,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-041,/subscriptions/ce5d6810-2fd0-5492-933a-8bcb0841611f/resourceGroups/rg-prod-0341/providers/microsoft.synapse/workspaces/synapse-workspace-0019-01141,synapse-workspace-0019-01141,microsoft.synapse/workspaces,rg-prod-0341,uksouth,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,commerce,63383.72,Standard_D2s_v5,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,61.6,13588.11,13588.11,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-041,/subscriptions/ce5d6810-2fd0-5492-933a-8bcb0841611f/resourceGroups/rg-prod-0341/providers/microsoft.synapse/workspaces/synapse-workspace-0019-01141,synapse-workspace-0019-01141,microsoft.synapse/workspaces,rg-prod-0341,uksouth,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,commerce,63383.72,Standard_D2s_v5,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,73.8,16985.13,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-041,/subscriptions/ce5d6810-2fd0-5492-933a-8bcb0841611f/resourceGroups/rg-prod-0341/providers/microsoft.synapse/workspaces/synapse-workspace-0019-01141,synapse-workspace-0019-01141,microsoft.synapse/workspaces,rg-prod-0341,uksouth,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,commerce,63383.72,Standard_D2s_v5,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,85.2,21137.05,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-044,/subscriptions/cf08739c-bccb-5d1d-9055-afc106a943ed/resourceGroups/rg-shared-0050/providers/microsoft.synapse/workspaces/synapse-workspace-0022-01144,synapse-workspace-0022-01144,microsoft.synapse/workspaces,rg-shared-0050,brazilsouth,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",digital-channels,65512.27,S3,4,7.0,,Conservative,true,65,Mock_2vCPU_3GB,2,3.5,61.8,9265.09,9265.09,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-044,/subscriptions/cf08739c-bccb-5d1d-9055-afc106a943ed/resourceGroups/rg-shared-0050/providers/microsoft.synapse/workspaces/synapse-workspace-0022-01144,synapse-workspace-0022-01144,microsoft.synapse/workspaces,rg-shared-0050,brazilsouth,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",digital-channels,65512.27,S3,4,7.0,,Moderate,false,72,Mock_2vCPU_3GB,2,3.5,66.1,11581.36,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-044,/subscriptions/cf08739c-bccb-5d1d-9055-afc106a943ed/resourceGroups/rg-shared-0050/providers/microsoft.synapse/workspaces/synapse-workspace-0022-01144,synapse-workspace-0022-01144,microsoft.synapse/workspaces,rg-shared-0050,brazilsouth,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",digital-channels,65512.27,S3,4,7.0,,Aggressive,false,80,Mock_1vCPU_1GB,1,1.8,91.5,14412.36,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-045,/subscriptions/262a1c48-110d-5080-b34e-10089d8243f5/resourceGroups/rg-stage-0345/providers/microsoft.synapse/workspaces/synapse-workspace-0023-01145,synapse-workspace-0023-01145,microsoft.synapse/workspaces,rg-stage-0345,centralus,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,digital-channels,50563.17,S3,4,7.0,,Conservative,true,65,Mock_2vCPU_3GB,2,3.5,73.6,4368.66,4368.66,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-045,/subscriptions/262a1c48-110d-5080-b34e-10089d8243f5/resourceGroups/rg-stage-0345/providers/microsoft.synapse/workspaces/synapse-workspace-0023-01145,synapse-workspace-0023-01145,microsoft.synapse/workspaces,rg-stage-0345,centralus,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,digital-channels,50563.17,S3,4,7.0,,Moderate,false,72,Mock_2vCPU_3GB,2,3.5,66.8,5460.82,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-045,/subscriptions/262a1c48-110d-5080-b34e-10089d8243f5/resourceGroups/rg-stage-0345/providers/microsoft.synapse/workspaces/synapse-workspace-0023-01145,synapse-workspace-0023-01145,microsoft.synapse/workspaces,rg-stage-0345,centralus,Review-Utilization,Review utilization,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,digital-channels,50563.17,S3,4,7.0,,Aggressive,false,80,Mock_1vCPU_1GB,1,1.8,89.9,6795.69,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-046,/subscriptions/c43d2650-d58c-5daf-99ab-3543732d3471/resourceGroups/rg-prod-0346/providers/microsoft.synapse/workspaces/synapse-workspace-0024-01146,synapse-workspace-0024-01146,microsoft.synapse/workspaces,rg-prod-0346,westus3,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,integration,21543.25,P1v3,2,8.0,,Conservative,true,65,Mock_1vCPU_4GB,1,4.0,65.5,5074.31,5074.31,Low,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-046,/subscriptions/c43d2650-d58c-5daf-99ab-3543732d3471/resourceGroups/rg-prod-0346/providers/microsoft.synapse/workspaces/synapse-workspace-0024-01146,synapse-workspace-0024-01146,microsoft.synapse/workspaces,rg-prod-0346,westus3,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,integration,21543.25,P1v3,2,8.0,,Moderate,false,72,Mock_1vCPU_4GB,1,4.0,66.1,6342.89,0.0,Medium,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-046,/subscriptions/c43d2650-d58c-5daf-99ab-3543732d3471/resourceGroups/rg-prod-0346/providers/microsoft.synapse/workspaces/synapse-workspace-0024-01146,synapse-workspace-0024-01146,microsoft.synapse/workspaces,rg-prod-0346,westus3,Optimize-Tier,Optimize service tier,,HIGH,HIGH,PRICED,FULL,PARTIAL,Metric1,integration,21543.25,P1v3,2,8.0,,Aggressive,false,80,Mock_1vCPU_2GB,1,2.0,76.6,7893.37,0.0,High,RESOLVED
2026-09-07,run-20260907-official-001,SUCCEEDED,FULL,OK,true,APEX-PLATFORM,SUB-APEX-049,/subscriptions/c0a70ce1-294a-58ef-b766-806ca00c61fe/resourceGroups/rg-shared-0165/providers/microsoft.synapse/workspaces/synapse-workspace-0027-01149,synapse-workspace-0027-01149,microsoft.synapse/workspaces,rg-shared-0165,brazilsouth,Evaluate-Idle,Evaluate idle resource,Downsize,LOW,LOW,PRICED,FULL,PARTIAL,Metric1,analytics,3670.45,Standard_D4s_v5,4,16.0,,Conservative,true,65,Mock_2vCPU_8GB,2,8.0,70.2,516.77,516.77,Low,RESOLVED
