rundate,RunId,TenantName,SubscriptionName,ResourceId,ResourceName,ResourceType,ResourceGroup,Location,RecommendationAction,ActionLabel,ActionSummary,SecondaryAction,SecondaryActionLabel,Priority,Confidence,SavingsReliability,CostCoverageStatus,MetricCollectionStatus,MissingMetrics,TagOwner,TagApplication,TagEnvironment,TagCostCenter,MonthlyCost,CurrentSku,CurrentVCpus,CurrentMemoryGB,PowerState,Profile,IsPrimaryProfile,TargetUtilizationPct,TargetSku,TargetVCpus,TargetMemoryGB,ProjectedPeakPct,MonthlySavings,OfficialConservativeSavings,PerformanceRisk,Status
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-06,/subscriptions/00000016-0016-4016-8016-000000000016/resourceGroups/rg-nonprod-046/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-018,sql-server-on-azure-vm-018,microsoft.compute/virtualmachines/sqlserver,rg-nonprod-046,westeurope,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,LOW,HEURISTIC,FULL,PARTIAL,Metric1,core-banking,analytics,nonprod,CC1011,13859.89,Standard_D8s_v5,8,32.0,,Aggressive,False,80,Mock_2vCPU_8GB,2,8.0,80.4,2922.45,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-07,/subscriptions/00000027-0027-4027-8027-000000000027/resourceGroups/rg-dev-027/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-019,sql-server-on-azure-vm-019,microsoft.compute/virtualmachines/sqlserver,rg-dev-027,westus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",payments,payments,dev,CC1004,13010.07,S3,4,7.0,,Conservative,True,65,Mock_2vCPU_3GB,2,3.5,75.7,1611.65,1611.65,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-07,/subscriptions/00000027-0027-4027-8027-000000000027/resourceGroups/rg-dev-027/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-019,sql-server-on-azure-vm-019,microsoft.compute/virtualmachines/sqlserver,rg-dev-027,westus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",payments,payments,dev,CC1004,13010.07,S3,4,7.0,,Moderate,False,72,Mock_2vCPU_3GB,2,3.5,73.9,1980.03,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-07,/subscriptions/00000027-0027-4027-8027-000000000027/resourceGroups/rg-dev-027/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-019,sql-server-on-azure-vm-019,microsoft.compute/virtualmachines/sqlserver,rg-dev-027,westus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,HIGH,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2,Metric3",payments,payments,dev,CC1004,13010.07,S3,4,7.0,,Aggressive,False,80,Mock_1vCPU_1GB,1,1.8,79.4,2486.55,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-07,/subscriptions/00000017-0017-4017-8017-000000000017/resourceGroups/rg-dev-047/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-020,sql-server-on-azure-vm-020,microsoft.compute/virtualmachines/sqlserver,rg-dev-047,westus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",digital-channels,analytics,dev,CC1007,8137.51,GP_Gen5_4,4,20.0,,Conservative,True,65,Mock_2vCPU_10GB,2,10.0,68.8,894.56,894.56,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-07,/subscriptions/00000017-0017-4017-8017-000000000017/resourceGroups/rg-dev-047/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-020,sql-server-on-azure-vm-020,microsoft.compute/virtualmachines/sqlserver,rg-dev-047,westus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",digital-channels,analytics,dev,CC1007,8137.51,GP_Gen5_4,4,20.0,,Moderate,False,72,Mock_2vCPU_10GB,2,10.0,71.5,1099.03,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-07,/subscriptions/00000017-0017-4017-8017-000000000017/resourceGroups/rg-dev-047/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-020,sql-server-on-azure-vm-020,microsoft.compute/virtualmachines/sqlserver,rg-dev-047,westus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,MEDIUM,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",digital-channels,analytics,dev,CC1007,8137.51,GP_Gen5_4,4,20.0,,Aggressive,False,80,Mock_1vCPU_5GB,1,5.0,91.2,1380.18,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-03,/subscriptions/00000003-0003-4003-8003-000000000003/resourceGroups/rg-prod-033/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-021,sql-server-on-azure-vm-021,microsoft.compute/virtualmachines/sqlserver,rg-prod-033,eastus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,LOW,PRICED,FULL,PARTIAL,Metric1,payments,customer360,prod,CC1009,1265.69,Standard_D4s_v5,4,16.0,,Conservative,True,65,Mock_2vCPU_8GB,2,8.0,59.0,332.29,332.29,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-03,/subscriptions/00000003-0003-4003-8003-000000000003/resourceGroups/rg-prod-033/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-021,sql-server-on-azure-vm-021,microsoft.compute/virtualmachines/sqlserver,rg-prod-033,eastus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,LOW,PRICED,FULL,PARTIAL,Metric1,payments,customer360,prod,CC1009,1265.69,Standard_D4s_v5,4,16.0,,Moderate,False,72,Mock_2vCPU_8GB,2,8.0,77.4,408.24,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-03,/subscriptions/00000003-0003-4003-8003-000000000003/resourceGroups/rg-prod-033/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-021,sql-server-on-azure-vm-021,microsoft.compute/virtualmachines/sqlserver,rg-prod-033,eastus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,LOW,PRICED,FULL,PARTIAL,Metric1,payments,customer360,prod,CC1009,1265.69,Standard_D4s_v5,4,16.0,,Aggressive,False,80,Mock_1vCPU_4GB,1,4.0,76.3,512.68,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-10,/subscriptions/00000010-0010-4010-8010-000000000010/resourceGroups/rg-nonprod-010/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-023,sql-server-on-azure-vm-023,microsoft.compute/virtualmachines/sqlserver,rg-nonprod-010,northeurope,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",integration,payments,nonprod,CC1011,10155.84,P1v3,2,8.0,,Conservative,True,65,Mock_1vCPU_4GB,1,4.0,59.2,921.82,921.82,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-10,/subscriptions/00000010-0010-4010-8010-000000000010/resourceGroups/rg-nonprod-010/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-023,sql-server-on-azure-vm-023,microsoft.compute/virtualmachines/sqlserver,rg-nonprod-010,northeurope,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",integration,payments,nonprod,CC1011,10155.84,P1v3,2,8.0,,Moderate,False,72,Mock_1vCPU_4GB,1,4.0,73.2,1132.53,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-10,/subscriptions/00000010-0010-4010-8010-000000000010/resourceGroups/rg-nonprod-010/providers/microsoft.compute/virtualmachines/sqlserver/sql-server-on-azure-vm-023,sql-server-on-azure-vm-023,microsoft.compute/virtualmachines/sqlserver,rg-nonprod-010,northeurope,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2",integration,payments,nonprod,CC1011,10155.84,P1v3,2,8.0,,Aggressive,False,80,Mock_1vCPU_2GB,1,2.0,87.9,1422.24,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-06,/subscriptions/00000026-0026-4026-8026-000000000026/resourceGroups/rg-nonprod-026/providers/microsoft.web/sites/app-service-001,app-service-001,microsoft.web/sites,rg-nonprod-026,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,core-banking,customer360,nonprod,CC1001,17365.67,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,69.1,4597.07,4597.07,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-06,/subscriptions/00000026-0026-4026-8026-000000000026/resourceGroups/rg-nonprod-026/providers/microsoft.web/sites/app-service-001,app-service-001,microsoft.web/sites,rg-nonprod-026,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,core-banking,customer360,nonprod,CC1001,17365.67,GP_Gen5_8,8,40.0,,Moderate,False,72,Mock_4vCPU_20GB,4,20.0,80.9,5647.83,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-06,/subscriptions/00000026-0026-4026-8026-000000000026/resourceGroups/rg-nonprod-026/providers/microsoft.web/sites/app-service-001,app-service-001,microsoft.web/sites,rg-nonprod-026,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,core-banking,customer360,nonprod,CC1001,17365.67,GP_Gen5_8,8,40.0,,Aggressive,False,80,Mock_2vCPU_10GB,2,10.0,87.9,7092.62,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-02,/subscriptions/00000022-0022-4022-8022-000000000022/resourceGroups/rg-nonprod-022/providers/microsoft.web/sites/app-service-002,app-service-002,microsoft.web/sites,rg-nonprod-022,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,digital-channels,risk,nonprod,CC1008,13154.72,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,64.7,2130.64,2130.64,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-02,/subscriptions/00000022-0022-4022-8022-000000000022/resourceGroups/rg-nonprod-022/providers/microsoft.web/sites/app-service-002,app-service-002,microsoft.web/sites,rg-nonprod-022,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,digital-channels,risk,nonprod,CC1008,13154.72,GP_Gen5_8,8,40.0,,Moderate,False,72,Mock_4vCPU_20GB,4,20.0,83.8,2617.64,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-02,/subscriptions/00000022-0022-4022-8022-000000000022/resourceGroups/rg-nonprod-022/providers/microsoft.web/sites/app-service-002,app-service-002,microsoft.web/sites,rg-nonprod-022,eastus2,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,Metric1,digital-channels,risk,nonprod,CC1008,13154.72,GP_Gen5_8,8,40.0,,Aggressive,False,80,Mock_2vCPU_10GB,2,10.0,76.0,3287.27,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-prod-013/providers/microsoft.web/sites/app-service-003,app-service-003,microsoft.web/sites,rg-prod-013,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,COMPLETE,,core-banking,risk,prod,CC1004,15761.88,Standard_D4s_v5,4,16.0,,Conservative,True,65,Mock_2vCPU_8GB,2,8.0,60.1,4483.18,4483.18,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-prod-013/providers/microsoft.web/sites/app-service-003,app-service-003,microsoft.web/sites,rg-prod-013,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,COMPLETE,,core-banking,risk,prod,CC1004,15761.88,Standard_D4s_v5,4,16.0,,Moderate,False,72,Mock_2vCPU_8GB,2,8.0,76.5,5507.9,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-03,/subscriptions/00000013-0013-4013-8013-000000000013/resourceGroups/rg-prod-013/providers/microsoft.web/sites/app-service-003,app-service-003,microsoft.web/sites,rg-prod-013,northeurope,Optimize-Tier,Optimize service tier,Move to a lower-cost tier aligned with observed demand,,,HIGH,MEDIUM,PRICED,FULL,COMPLETE,,core-banking,risk,prod,CC1004,15761.88,Standard_D4s_v5,4,16.0,,Aggressive,False,80,Mock_1vCPU_4GB,1,4.0,88.3,6916.9,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-01,/subscriptions/00000001-0001-4001-8001-000000000001/resourceGroups/rg-dev-031/providers/microsoft.web/sites/app-service-004,app-service-004,microsoft.web/sites,rg-dev-031,centralus,Downsize,Downsize resource,Rightsize based on sustained utilization,,,LOW,LOW,UNPRICED,FULL,PARTIAL,Metric1,security,ledger,dev,CC1003,5731.8,Standard_D8s_v5,8,32.0,,Conservative,True,65,Mock_4vCPU_16GB,4,16.0,59.4,601.84,601.84,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-01,/subscriptions/00000001-0001-4001-8001-000000000001/resourceGroups/rg-dev-031/providers/microsoft.web/sites/app-service-004,app-service-004,microsoft.web/sites,rg-dev-031,centralus,Downsize,Downsize resource,Rightsize based on sustained utilization,,,LOW,LOW,UNPRICED,FULL,PARTIAL,Metric1,security,ledger,dev,CC1003,5731.8,Standard_D8s_v5,8,32.0,,Moderate,False,72,Mock_4vCPU_16GB,4,16.0,82.9,739.4,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-01,/subscriptions/00000001-0001-4001-8001-000000000001/resourceGroups/rg-dev-031/providers/microsoft.web/sites/app-service-004,app-service-004,microsoft.web/sites,rg-dev-031,centralus,Downsize,Downsize resource,Rightsize based on sustained utilization,,,LOW,LOW,UNPRICED,FULL,PARTIAL,Metric1,security,ledger,dev,CC1003,5731.8,Standard_D8s_v5,8,32.0,,Aggressive,False,80,Mock_2vCPU_8GB,2,8.0,82.0,928.55,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-02,/subscriptions/00000012-0012-4012-8012-000000000012/resourceGroups/rg-qa-012/providers/microsoft.web/sites/app-service-008,app-service-008,microsoft.web/sites,rg-qa-012,centralus,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,COMPLETE,,core-banking,ledger,qa,CC1006,8277.95,Standard_D8s_v5,8,32.0,,Conservative,True,65,Mock_4vCPU_16GB,4,16.0,58.3,1943.14,1943.14,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-02,/subscriptions/00000012-0012-4012-8012-000000000012/resourceGroups/rg-qa-012/providers/microsoft.web/sites/app-service-008,app-service-008,microsoft.web/sites,rg-qa-012,centralus,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,COMPLETE,,core-banking,ledger,qa,CC1006,8277.95,Standard_D8s_v5,8,32.0,,Moderate,False,72,Mock_4vCPU_16GB,4,16.0,70.5,2387.29,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-02,/subscriptions/00000012-0012-4012-8012-000000000012/resourceGroups/rg-qa-012/providers/microsoft.web/sites/app-service-008,app-service-008,microsoft.web/sites,rg-qa-012,centralus,Downsize,Downsize resource,Rightsize based on sustained utilization,,,MEDIUM,HIGH,PRICED,FULL,COMPLETE,,core-banking,ledger,qa,CC1006,8277.95,Standard_D8s_v5,8,32.0,,Aggressive,False,80,Mock_2vCPU_8GB,2,8.0,91.6,2997.99,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-02,/subscriptions/00000002-0002-4002-8002-000000000002/resourceGroups/rg-nonprod-002/providers/microsoft.web/sites/app-service-011,app-service-011,microsoft.web/sites,rg-nonprod-002,brazilsouth,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,LOW,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",data-ai,analytics,nonprod,CC1004,13270.79,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,66.0,2366.89,2366.89,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-02,/subscriptions/00000002-0002-4002-8002-000000000002/resourceGroups/rg-nonprod-002/providers/microsoft.web/sites/app-service-011,app-service-011,microsoft.web/sites,rg-nonprod-002,brazilsouth,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,LOW,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",data-ai,analytics,nonprod,CC1004,13270.79,GP_Gen5_8,8,40.0,,Moderate,False,72,Mock_4vCPU_20GB,4,20.0,66.7,2907.89,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-02,/subscriptions/00000002-0002-4002-8002-000000000002/resourceGroups/rg-nonprod-002/providers/microsoft.web/sites/app-service-011,app-service-011,microsoft.web/sites,rg-nonprod-002,brazilsouth,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,LOW,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",data-ai,analytics,nonprod,CC1004,13270.79,GP_Gen5_8,8,40.0,,Aggressive,False,80,Mock_2vCPU_10GB,2,10.0,80.7,3651.77,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-06,/subscriptions/00000006-0006-4006-8006-000000000006/resourceGroups/rg-qa-036/providers/microsoft.web/serverfarms/app-service-plan-002,app-service-plan-002,microsoft.web/serverfarms,rg-qa-036,westus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2",cloud-platform,api-hub,qa,CC1001,14601.77,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,71.2,2411.24,2411.24,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-06,/subscriptions/00000006-0006-4006-8006-000000000006/resourceGroups/rg-qa-036/providers/microsoft.web/serverfarms/app-service-plan-002,app-service-plan-002,microsoft.web/serverfarms,rg-qa-036,westus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2",cloud-platform,api-hub,qa,CC1001,14601.77,GP_Gen5_8,8,40.0,,Moderate,False,72,Mock_4vCPU_20GB,4,20.0,65.8,2962.38,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-06,/subscriptions/00000006-0006-4006-8006-000000000006/resourceGroups/rg-qa-036/providers/microsoft.web/serverfarms/app-service-plan-002,app-service-plan-002,microsoft.web/serverfarms,rg-qa-036,westus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,HIGH,MEDIUM,HEURISTIC,FULL,PARTIAL,"Metric1,Metric2",cloud-platform,api-hub,qa,CC1001,14601.77,GP_Gen5_8,8,40.0,,Aggressive,False,80,Mock_2vCPU_10GB,2,10.0,75.3,3720.2,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-05,/subscriptions/00000005-0005-4005-8005-000000000005/resourceGroups/rg-dev-035/providers/microsoft.web/serverfarms/app-service-plan-003,app-service-plan-003,microsoft.web/serverfarms,rg-dev-035,centralus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,HIGH,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",cloud-platform,payments,dev,CC1001,6852.07,S3,4,7.0,,Conservative,True,65,Mock_2vCPU_3GB,2,3.5,59.9,719.47,719.47,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-05,/subscriptions/00000005-0005-4005-8005-000000000005/resourceGroups/rg-dev-035/providers/microsoft.web/serverfarms/app-service-plan-003,app-service-plan-003,microsoft.web/serverfarms,rg-dev-035,centralus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,HIGH,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",cloud-platform,payments,dev,CC1001,6852.07,S3,4,7.0,,Moderate,False,72,Mock_2vCPU_3GB,2,3.5,74.9,883.92,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-CORP,SUB-CORP-05,/subscriptions/00000005-0005-4005-8005-000000000005/resourceGroups/rg-dev-035/providers/microsoft.web/serverfarms/app-service-plan-003,app-service-plan-003,microsoft.web/serverfarms,rg-dev-035,centralus,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,LOW,HIGH,UNPRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3,Metric4",cloud-platform,payments,dev,CC1001,6852.07,S3,4,7.0,,Aggressive,False,80,Mock_1vCPU_1GB,1,1.8,84.1,1110.04,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-01,/subscriptions/00000021-0021-4021-8021-000000000021/resourceGroups/rg-prod-021/providers/microsoft.web/serverfarms/app-service-plan-005,app-service-plan-005,microsoft.web/serverfarms,rg-prod-021,eastus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,LOW,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",security,identity,prod,CC1007,1955.92,GP_Gen5_8,8,40.0,,Conservative,True,65,Mock_4vCPU_20GB,4,20.0,60.3,354.63,354.63,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-01,/subscriptions/00000021-0021-4021-8021-000000000021/resourceGroups/rg-prod-021/providers/microsoft.web/serverfarms/app-service-plan-005,app-service-plan-005,microsoft.web/serverfarms,rg-prod-021,eastus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,LOW,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",security,identity,prod,CC1007,1955.92,GP_Gen5_8,8,40.0,,Moderate,False,72,Mock_4vCPU_20GB,4,20.0,70.7,435.69,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-INTERNATIONAL,SUB-INTERNATIONAL-01,/subscriptions/00000021-0021-4021-8021-000000000021/resourceGroups/rg-prod-021/providers/microsoft.web/serverfarms/app-service-plan-005,app-service-plan-005,microsoft.web/serverfarms,rg-prod-021,eastus2,Downsize,Downsize resource,Rightsize based on sustained utilization,,,LOW,HIGH,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",security,identity,prod,CC1007,1955.92,GP_Gen5_8,8,40.0,,Aggressive,False,80,Mock_2vCPU_10GB,2,10.0,90.6,547.15,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-01,/subscriptions/00000011-0011-4011-8011-000000000011/resourceGroups/rg-dev-011/providers/microsoft.web/serverfarms/app-service-plan-007,app-service-plan-007,microsoft.web/serverfarms,rg-dev-011,eastus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,LOW,HEURISTIC,FULL,COMPLETE,,core-banking,payments,dev,CC1006,17297.02,Standard_D2s_v5,2,8.0,,Conservative,True,65,Mock_1vCPU_4GB,1,4.0,63.6,2722.92,2722.92,Low,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-01,/subscriptions/00000011-0011-4011-8011-000000000011/resourceGroups/rg-dev-011/providers/microsoft.web/serverfarms/app-service-plan-007,app-service-plan-007,microsoft.web/serverfarms,rg-dev-011,eastus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,LOW,HEURISTIC,FULL,COMPLETE,,core-banking,payments,dev,CC1006,17297.02,Standard_D2s_v5,2,8.0,,Moderate,False,72,Mock_1vCPU_4GB,1,4.0,71.0,3345.3,0.0,Medium,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-01,/subscriptions/00000011-0011-4011-8011-000000000011/resourceGroups/rg-dev-011/providers/microsoft.web/serverfarms/app-service-plan-007,app-service-plan-007,microsoft.web/serverfarms,rg-dev-011,eastus2,Review-Utilization,Review utilization,Resource shows optimization opportunity based on current utilization,,,HIGH,LOW,HEURISTIC,FULL,COMPLETE,,core-banking,payments,dev,CC1006,17297.02,Standard_D2s_v5,2,8.0,,Aggressive,False,80,Mock_1vCPU_2GB,1,2.0,77.4,4201.07,0.0,High,RESOLVED
2026-09-10,run-20260910-official-001,FIS-DIGITAL,SUB-DIGITAL-06,/subscriptions/00000016-0016-4016-8016-000000000016/resourceGroups/rg-qa-016/providers/microsoft.web/serverfarms/app-service-plan-008,app-service-plan-008,microsoft.web/serverfarms,rg-qa-016,eastus,Downsize,Downsize resource,Rightsize based on sustained utilization,,,HIGH,MEDIUM,PRICED,FULL,PARTIAL,"Metric1,Metric2,Metric3",integration,customer360,qa,CC1001,12926.96,Standard_D4s_v5,4,16.0,,Conservative,True,65,Mock_2vCPU_8GB,2,8.0,60.0,3551.53,3551.53,Low,RESOLVED
